# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-05-24 18:03:06 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05536118 NB CHICAGO RIVER AT GRAND AVENUE AT CHICAGO, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05536118
#    DD parameter statistic   Description
#    01   00065     00003     Gage height, feet (Mean)
#    02   00055     00003     Stream velocity, feet per second (Mean)
#    03   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00065_00003	01_00065_00003_cd	02_00055_00003	02_00055_00003_cd	03_00060_00003	03_00060_00003_cd
USGS	05536118	2010-09-13	-2.11	A	0.221	A	509	A
USGS	05536118	2010-09-14	-2.01	A	0.201	A	467	A
USGS	05536118	2010-09-15	-2.11	A	0.212	A	488	A
USGS	05536118	2010-09-16	-2.42	A	0.240	A	539	A
USGS	05536118	2010-09-17	-2.15	A	0.213	A	489	A
USGS	05536118	2010-09-18	-2.34	A	0.235	A	530	A
USGS	05536118	2010-09-19	-2.69	A	0.206	A	452	A
USGS	05536118	2010-09-20	-2.28	A	0.224	A	510	A
USGS	05536118	2010-09-21	-2.30	A	0.224	A	506	A
USGS	05536118	2010-09-22	-2.61	A	0.201	A	445	A
USGS	05536118	2010-09-23	-2.01	A	0.198	A	459	A
USGS	05536118	2010-09-24	-2.38	A	0.257	A	579	A
USGS	05536118	2010-09-25	-2.22	A	0.238	A	543	A
USGS	05536118	2010-09-26	-2.18	A	0.182	A	416	A
USGS	05536118	2010-09-27	-2.02	A	0.199	A	461	A
USGS	05536118	2010-09-28	-2.19	A	0.216	A	495	A
USGS	05536118	2010-09-29	-2.23	A	0.212	A	484	A
USGS	05536118	2010-09-30	-2.37	A	0.224	A	505	A
USGS	05536118	2010-10-01	-2.25	A				
USGS	05536118	2010-10-02	-1.98	A				
USGS	05536118	2010-10-03	-2.14	A				
USGS	05536118	2010-10-04	-2.30	A				
USGS	05536118	2010-10-05	-2.18	A				
USGS	05536118	2010-10-06	-2.34	A				
USGS	05536118	2010-10-07	-2.16	A				
USGS	05536118	2010-10-08	-2.11	A				
USGS	05536118	2010-10-09	-2.12	A				
USGS	05536118	2010-10-10	-2.10	A				
USGS	05536118	2010-10-11	-2.21	A				
USGS	05536118	2010-10-12	-2.13	A				
USGS	05536118	2010-10-13	-2.06	A				
USGS	05536118	2010-10-14	-2.08	A				
USGS	05536118	2010-10-15	-2.33	A				
USGS	05536118	2010-10-16	-2.52	A				
USGS	05536118	2010-10-17	-2.37	A				
USGS	05536118	2010-10-18	-2.15	A				
USGS	05536118	2010-10-19	-2.14	A				
USGS	05536118	2010-10-20	-1.98	A				
USGS	05536118	2010-10-21	-2.16	A				
USGS	05536118	2010-10-22	-2.24	A				
USGS	05536118	2010-10-23	-2.12	A				
USGS	05536118	2010-10-24	-2.53	A				
USGS	05536118	2010-10-25	-2.12	A				
USGS	05536118	2010-10-26	-2.40	A				
USGS	05536118	2010-10-27	-2.34	A				
USGS	05536118	2010-10-28	-2.49	A				
USGS	05536118	2010-10-29	-2.14	A				
USGS	05536118	2010-10-30	-2.13	A				
USGS	05536118	2010-10-31	-2.09	A				
USGS	05536118	2010-11-01	-2.11	A				
USGS	05536118	2010-11-02	-2.50	A				
USGS	05536118	2010-11-03	-2.17	A				
USGS	05536118	2010-11-04	-2.10	A				
USGS	05536118	2010-11-05	-2.34	A				
USGS	05536118	2010-11-06	-2.16	A				
USGS	05536118	2010-11-07	-2.19	A				
USGS	05536118	2010-11-08	-2.15	A				
USGS	05536118	2010-11-09	-2.21	A				
USGS	05536118	2010-11-10	-2.07	A				
USGS	05536118	2010-11-11	-1.93	A				
USGS	05536118	2010-11-12	-2.34	A				
USGS	05536118	2010-11-13	-1.97	A				
USGS	05536118	2010-11-14	-2.29	A				
USGS	05536118	2010-11-15	-2.05	A				
USGS	05536118	2010-11-16	-2.08	A				
USGS	05536118	2010-11-17	-2.38	A				
USGS	05536118	2010-11-18	-2.24	A				
USGS	05536118	2010-11-19	-2.02	A				
USGS	05536118	2010-11-20	-2.33	A				
USGS	05536118	2010-11-21	-2.14	A				
USGS	05536118	2010-11-22	-1.98	A				
USGS	05536118	2010-11-23	-2.68	A				
USGS	05536118	2010-11-24	-2.44	A				
USGS	05536118	2010-11-25	-2.53	A				
USGS	05536118	2010-11-26	-2.37	A				
USGS	05536118	2010-11-27	-2.47	A				
USGS	05536118	2010-11-28	-2.50	A				
USGS	05536118	2010-11-29	-2.51	A				
USGS	05536118	2010-11-30	-2.30	A				
USGS	05536118	2010-12-01	-2.18	A				
USGS	05536118	2010-12-02	-2.32	A				
USGS	05536118	2010-12-03	-2.14	A				
USGS	05536118	2010-12-04	-2.11	A				
USGS	05536118	2010-12-05	-2.07	A				
USGS	05536118	2010-12-06	-2.29	A				
USGS	05536118	2010-12-07	-2.28	A				
USGS	05536118	2010-12-08	-2.21	A				
USGS	05536118	2010-12-09	-2.24	A				
USGS	05536118	2010-12-10	-2.26	A				
USGS	05536118	2010-12-11	-2.66	A				
USGS	05536118	2010-12-12	-2.29	A				
USGS	05536118	2010-12-13	-2.36	A				
USGS	05536118	2010-12-14	-2.27	A				
USGS	05536118	2010-12-15	-2.22	A				
USGS	05536118	2010-12-16	-2.21	A				
USGS	05536118	2010-12-17	-2.21	A				
USGS	05536118	2010-12-18	-2.35	A				
USGS	05536118	2010-12-19	-2.43	A				
USGS	05536118	2010-12-20	-2.36	A				
USGS	05536118	2010-12-21	-2.28	A				
USGS	05536118	2010-12-22	-2.50	A				
USGS	05536118	2010-12-23	-2.28	A				
USGS	05536118	2010-12-24	-2.26	A				
USGS	05536118	2010-12-25	-2.21	A				
USGS	05536118	2010-12-26	-2.22	A				
USGS	05536118	2010-12-27	-1.95	A				
USGS	05536118	2010-12-28	-2.20	A				
USGS	05536118	2010-12-29	-2.09	A				
USGS	05536118	2010-12-30	-2.31	A				
USGS	05536118	2010-12-31	-2.92	A				
USGS	05536118	2011-01-01	-2.37	A				
USGS	05536118	2011-01-02	-2.09	A				
USGS	05536118	2011-01-03	-2.39	A				
USGS	05536118	2011-01-04	-2.17	A				
USGS	05536118	2011-01-05	-2.24	A				
USGS	05536118	2011-01-06	-2.42	A				
USGS	05536118	2011-01-07	-2.39	A				
USGS	05536118	2011-01-08	-2.26	A				
USGS	05536118	2011-01-09	-2.47	A				
USGS	05536118	2011-01-10	-2.39	A				
USGS	05536118	2011-01-11	-2.39	A				
USGS	05536118	2011-01-12	-2.36	A				
USGS	05536118	2011-01-13	-2.29	A				
USGS	05536118	2011-01-14	-2.30	A				
USGS	05536118	2011-01-15	-2.49	A				
USGS	05536118	2011-01-16	-2.29	A				
USGS	05536118	2011-01-17	-2.52	A				
USGS	05536118	2011-01-18	-2.17	A				
USGS	05536118	2011-01-19	-2.22	A				
USGS	05536118	2011-01-20	-2.29	A				
USGS	05536118	2011-01-21	-2.22	A				
USGS	05536118	2011-01-22	-2.64	A				
USGS	05536118	2011-01-23	-2.39	A				
USGS	05536118	2011-01-24	-2.16	A				
USGS	05536118	2011-01-25	-2.27	A				
USGS	05536118	2011-01-26	-2.35	A				
USGS	05536118	2011-01-27	-2.43	A				
USGS	05536118	2011-01-28	-2.43	A				
USGS	05536118	2011-01-29	-2.19	A				
USGS	05536118	2011-01-30	-2.23	A				
USGS	05536118	2011-01-31	-2.21	A				
USGS	05536118	2011-02-01	-2.57	A				
USGS	05536118	2011-02-02	-2.60	A				
USGS	05536118	2011-02-03	-2.42	A				
USGS	05536118	2011-02-04	-2.19	A				
USGS	05536118	2011-02-05	-2.45	A				
USGS	05536118	2011-02-06	-2.54	A				
USGS	05536118	2011-02-07	-2.24	A				
USGS	05536118	2011-02-08	-2.40	A				
USGS	05536118	2011-02-09	-2.22	A				
USGS	05536118	2011-02-10	-2.62	A				
USGS	05536118	2011-02-11	-2.90	A				
USGS	05536118	2011-02-12	-2.87	A				
USGS	05536118	2011-02-13	-2.40	A				
USGS	05536118	2011-02-14	-2.13	A				
USGS	05536118	2011-02-15	-2.15	A				
USGS	05536118	2011-02-16	-2.32	A				
USGS	05536118	2011-02-17	-2.11	A				
USGS	05536118	2011-02-18	-2.40	A				
USGS	05536118	2011-02-19	-2.55	A				
USGS	05536118	2011-02-20	-2.98	A				
USGS	05536118	2011-02-21	-1.91	A				
USGS	05536118	2011-02-22	-2.60	A				
USGS	05536118	2011-02-23	-2.68	A				
USGS	05536118	2011-02-24	-2.30	A				
USGS	05536118	2011-02-25	-2.09	A				
USGS	05536118	2011-02-26	-2.39	A				
USGS	05536118	2011-02-27	-2.23	A				
USGS	05536118	2011-02-28	-2.72	A				
USGS	05536118	2011-03-01	-2.31	A				
USGS	05536118	2011-03-02	-2.35	A				
USGS	05536118	2011-03-03	-2.28	A				
USGS	05536118	2011-03-04	-3.27	A				
USGS	05536118	2011-03-05	-2.86	A				
USGS	05536118	2011-03-06	-2.04	A				
USGS	05536118	2011-03-07	-2.09	A				
USGS	05536118	2011-03-08	-2.54	A				
USGS	05536118	2011-03-09	-2.98	A				
USGS	05536118	2011-03-10	-2.11	A				
USGS	05536118	2011-03-11	-1.97	A				
USGS	05536118	2011-03-12	-2.23	A				
USGS	05536118	2011-03-13	-2.99	A				
USGS	05536118	2011-03-14	-3.72	A				
USGS	05536118	2011-03-15						
USGS	05536118	2011-03-16						
USGS	05536118	2011-03-17						
USGS	05536118	2011-03-18						
USGS	05536118	2011-03-19						
USGS	05536118	2011-03-20						
USGS	05536118	2011-03-21						
USGS	05536118	2011-03-22	-2.33	A				
USGS	05536118	2011-03-23	-2.74	A				
USGS	05536118	2011-03-24	-1.96	A				
USGS	05536118	2011-03-25	-2.26	A				
USGS	05536118	2011-03-26	-1.93	A				
USGS	05536118	2011-03-27	-2.04	A				
USGS	05536118	2011-03-28	-2.31	A				
USGS	05536118	2011-03-29	-2.18	A				
USGS	05536118	2011-03-30	-2.23	A				
USGS	05536118	2011-03-31	-2.10	A				
USGS	05536118	2011-04-01	-2.38	A				
USGS	05536118	2011-04-02	-2.39	A				
USGS	05536118	2011-04-03	-2.25	A				
USGS	05536118	2011-04-04	-3.30	A				
USGS	05536118	2011-04-05	-2.71	A				
USGS	05536118	2011-04-06	-2.17	A				
USGS	05536118	2011-04-07	-2.35	A				
USGS	05536118	2011-04-08	-2.62	A				
USGS	05536118	2011-04-09	-2.48	A				
USGS	05536118	2011-04-10	-2.44	A				
USGS	05536118	2011-04-11	-2.69	A				
USGS	05536118	2011-04-12	-2.28	A				
USGS	05536118	2011-04-13	-2.22	A				
USGS	05536118	2011-04-14	-2.40	A				
USGS	05536118	2011-04-15	-2.31	A				
USGS	05536118	2011-04-16	-2.57	A				
USGS	05536118	2011-04-17	-1.90	A				
USGS	05536118	2011-04-18	-2.06	A				
USGS	05536118	2011-04-19	-2.01	A				
USGS	05536118	2011-04-20	-1.93	A				
USGS	05536118	2011-04-21	-2.48	A				
USGS	05536118	2011-04-22	-2.65	A				
USGS	05536118	2011-04-23	-2.48	A				
USGS	05536118	2011-04-24	-2.56	A				
USGS	05536118	2011-04-25	-2.56	A				
USGS	05536118	2011-04-26	-2.60	A				
USGS	05536118	2011-04-27	-2.41	A				
USGS	05536118	2011-04-28	-2.76	A				
USGS	05536118	2011-04-29	-2.34	A				
USGS	05536118	2011-04-30	-1.83	A				
USGS	05536118	2011-05-01	-2.23	A				
USGS	05536118	2011-05-02	-2.13	A				
USGS	05536118	2011-05-03	-2.20	A				
USGS	05536118	2011-05-04	-2.55	A				
USGS	05536118	2011-05-05	-2.22	A				
USGS	05536118	2011-05-06	-2.40	A				
USGS	05536118	2011-05-07	-2.20	A				
USGS	05536118	2011-05-08	-2.24	A				
USGS	05536118	2011-05-09	-2.11	A				
USGS	05536118	2011-05-10	-2.13	A				
USGS	05536118	2011-05-11	-2.13	A				
USGS	05536118	2011-05-12	-2.03	A				
USGS	05536118	2011-05-13	-2.24	A				
USGS	05536118	2011-05-14	-2.52	A				
USGS	05536118	2011-05-15	-2.67	A				
USGS	05536118	2011-05-16	-2.29	A				
USGS	05536118	2011-05-17	-2.12	A				
USGS	05536118	2011-05-18	-1.95	A				
USGS	05536118	2011-05-19	-2.00	A				
USGS	05536118	2011-05-20	-2.19	A				
USGS	05536118	2011-05-21	-2.05	A				
USGS	05536118	2011-05-22	-2.13	A				
USGS	05536118	2011-05-23	-2.33	A				
USGS	05536118	2011-05-24	-2.02	A				
USGS	05536118	2011-05-25	-2.51	A				
USGS	05536118	2011-05-26	-1.30	A				
USGS	05536118	2011-05-27	-1.91	A				
USGS	05536118	2011-05-28	-2.27	A				
USGS	05536118	2011-05-29	-2.08	A				
USGS	05536118	2011-05-30	-2.28	A				
USGS	05536118	2011-05-31	-1.81	A				
USGS	05536118	2011-06-01	-1.98	A				
USGS	05536118	2011-06-02	-1.81	A				
USGS	05536118	2011-06-03	-2.00	A				
USGS	05536118	2011-06-04	-2.23	A				
USGS	05536118	2011-06-05	-1.81	A				
USGS	05536118	2011-06-06	-1.93	A				
USGS	05536118	2011-06-07	-2.30	A				
USGS	05536118	2011-06-08	-1.98	A				
USGS	05536118	2011-06-09	-1.30	A				
USGS	05536118	2011-06-10	-2.63	A				
USGS	05536118	2011-06-11	-2.55	A				
USGS	05536118	2011-06-12	-1.77	A				
USGS	05536118	2011-06-13	-1.92	A				
USGS	05536118	2011-06-14	-2.01	A				
USGS	05536118	2011-06-15	-2.70	A				
USGS	05536118	2011-06-16	-1.87	A				
USGS	05536118	2011-06-17	-1.84	A				
USGS	05536118	2011-06-18	-2.16	A				
USGS	05536118	2011-06-19	-1.84	A				
USGS	05536118	2011-06-20	-2.31	A				
USGS	05536118	2011-06-21	-2.63	A				
USGS	05536118	2011-06-22	-2.27	A				
USGS	05536118	2011-06-23	-2.24	A				
USGS	05536118	2011-06-24	-1.90	A				
USGS	05536118	2011-06-25	-1.98	A				
USGS	05536118	2011-06-26	-2.41	A				
USGS	05536118	2011-06-27	-2.32	A				
USGS	05536118	2011-06-28	-2.00	A				
USGS	05536118	2011-06-29	-1.95	A				
USGS	05536118	2011-06-30	-1.94	A				
USGS	05536118	2011-07-01	-2.18	A				
USGS	05536118	2011-07-02	-2.12	A				
USGS	05536118	2011-07-03	-1.77	A				
USGS	05536118	2011-07-04	-2.05	A				
USGS	05536118	2011-07-05	-1.87	A				
USGS	05536118	2011-07-06	-1.83	A				
USGS	05536118	2011-07-07	-1.83	A				
USGS	05536118	2011-07-08	-1.97	A				
USGS	05536118	2011-07-09	-1.98	A				
USGS	05536118	2011-07-10	-2.05	A				
USGS	05536118	2011-07-11	-2.49	A				
USGS	05536118	2011-07-12	-2.25	A				
USGS	05536118	2011-07-13	-1.81	A				
USGS	05536118	2011-07-14	-2.10	A				
USGS	05536118	2011-07-15	-2.46	A				
USGS	05536118	2011-07-16	-2.34	A				
USGS	05536118	2011-07-17	-2.00	A				
USGS	05536118	2011-07-18	-1.86	A				
USGS	05536118	2011-07-19	-1.83	A				
USGS	05536118	2011-07-20	-1.74	A				
USGS	05536118	2011-07-21	-1.68	A				
USGS	05536118	2011-07-22	-2.40	A				
USGS	05536118	2011-07-23	0.31	A				
USGS	05536118	2011-07-24	-2.66	A				
USGS	05536118	2011-07-25	-1.46	A				
USGS	05536118	2011-07-26	-1.83	A				
USGS	05536118	2011-07-27	-1.86	A				
USGS	05536118	2011-07-28	-3.39	A				
USGS	05536118	2011-07-29	-0.89	A				
USGS	05536118	2011-07-30	-1.64	A				
USGS	05536118	2011-07-31	-1.73	A				
USGS	05536118	2011-08-01	-1.97	A				
USGS	05536118	2011-08-02	-1.79	A				
USGS	05536118	2011-08-03	-1.69	A				
USGS	05536118	2011-08-04	-1.62	A				
USGS	05536118	2011-08-05	-1.62	A				
USGS	05536118	2011-08-06	-1.72	A				
USGS	05536118	2011-08-07	-2.11	A				
USGS	05536118	2011-08-08	-2.10	A				
USGS	05536118	2011-08-09	-1.83	A				
USGS	05536118	2011-08-10	-1.76	A				
USGS	05536118	2011-08-11	-1.95	A				
USGS	05536118	2011-08-12	-1.72	A				
USGS	05536118	2011-08-13	-2.13	A				
USGS	05536118	2011-08-14	-1.94	A				
USGS	05536118	2011-08-15	-1.75	A				
USGS	05536118	2011-08-16	-1.82	A				
USGS	05536118	2011-08-17	-1.83	A				
USGS	05536118	2011-08-18	-1.96	A				
USGS	05536118	2011-08-19	-1.70	A				
USGS	05536118	2011-08-20	-2.11	A				
USGS	05536118	2011-08-21	-2.15	A				
USGS	05536118	2011-08-22	-1.84	A				
USGS	05536118	2011-08-23	-2.26	A				
USGS	05536118	2011-08-24	-1.76	A				
USGS	05536118	2011-08-25	-1.76	A				
USGS	05536118	2011-08-26	-1.68	A				
USGS	05536118	2011-08-27	-2.10	A				
USGS	05536118	2011-08-28	-1.64	A				
USGS	05536118	2011-08-29	-1.90	A				
USGS	05536118	2011-08-30	-1.95	A				
USGS	05536118	2011-08-31	-2.27	A				
USGS	05536118	2011-09-01	-1.83	A				
USGS	05536118	2011-09-02	-1.85	A				
USGS	05536118	2011-09-03	-2.30	A				
USGS	05536118	2011-09-04	-2.31	A				
USGS	05536118	2011-09-05	-1.76	A				
USGS	05536118	2011-09-06	-1.69	A				
USGS	05536118	2011-09-07	-1.88	A				
USGS	05536118	2011-09-08	-1.82	A				
USGS	05536118	2011-09-09	-1.82	A				
USGS	05536118	2011-09-10	-1.67	A				
USGS	05536118	2011-09-11	-2.12	A				
USGS	05536118	2011-09-12	-1.77	A				
USGS	05536118	2011-09-13	-1.98	A				
USGS	05536118	2011-09-14	-1.91	A				
USGS	05536118	2011-09-15	-2.27	A				
USGS	05536118	2011-09-16	-2.33	A				
USGS	05536118	2011-09-17	-1.82	A				
USGS	05536118	2011-09-18	-1.92	A				
USGS	05536118	2011-09-19	-2.30	A				
USGS	05536118	2011-09-20	-1.92	A				
USGS	05536118	2011-09-21	-1.95	A				
USGS	05536118	2011-09-22	-1.82	A				
USGS	05536118	2011-09-23	-1.91	A				
USGS	05536118	2011-09-24	-2.24	A				
USGS	05536118	2011-09-25	-2.13	A				
USGS	05536118	2011-09-26	-2.39	A				
USGS	05536118	2011-09-27	-2.55	A				
USGS	05536118	2011-09-28	-2.63	A				
USGS	05536118	2011-09-29	-2.13	A				
USGS	05536118	2011-09-30	-1.71	A				
USGS	05536118	2011-10-01	-2.07	A				
USGS	05536118	2011-10-02	-1.75	A				
USGS	05536118	2011-10-03	-1.88	A				
USGS	05536118	2011-10-04	-2.02	A				
USGS	05536118	2011-10-05	-1.94	A				
USGS	05536118	2011-10-06	-1.89	A				
USGS	05536118	2011-10-07	-2.06	A				
USGS	05536118	2011-10-08	-1.93	A				
USGS	05536118	2011-10-09	-1.79	A				
USGS	05536118	2011-10-10	-1.83	A				
USGS	05536118	2011-10-11	-2.06	A				
USGS	05536118	2011-10-12	-1.82	A				
USGS	05536118	2011-10-13	-2.16	A				
USGS	05536118	2011-10-14	-2.07	A				
USGS	05536118	2011-10-15	-1.85	A				
USGS	05536118	2011-10-16	-1.98	A				
USGS	05536118	2011-10-17	-2.02	A				
USGS	05536118	2011-10-18	-2.39	A				
USGS	05536118	2011-10-19	-2.45	A				
USGS	05536118	2011-10-20	-2.55	A				
USGS	05536118	2011-10-21	-2.24	A				
USGS	05536118	2011-10-22	-2.04	A				
USGS	05536118	2011-10-23	-2.01	A				
USGS	05536118	2011-10-24	-1.81	A				
USGS	05536118	2011-10-25	-1.82	A				
USGS	05536118	2011-10-26	-2.10	A				
USGS	05536118	2011-10-27	-1.93	A				
USGS	05536118	2011-10-28	-1.96	A				
USGS	05536118	2011-10-29	-2.17	A				
USGS	05536118	2011-10-30	-2.13	A				
USGS	05536118	2011-10-31	-1.76	A				
USGS	05536118	2011-11-01	-1.92	A				
USGS	05536118	2011-11-02	-2.07	A				
USGS	05536118	2011-11-03	-2.22	A				
USGS	05536118	2011-11-04	-2.05	A				
USGS	05536118	2011-11-05	-2.07	A				
USGS	05536118	2011-11-06	-1.77	A				
USGS	05536118	2011-11-07	-1.94	A				
USGS	05536118	2011-11-08	-2.49	A				
USGS	05536118	2011-11-09	-2.53	A				
USGS	05536118	2011-11-10	-1.81	A				
USGS	05536118	2011-11-11	-1.82	A				
USGS	05536118	2011-11-12	-1.86	A				
USGS	05536118	2011-11-13	-1.94	A				
USGS	05536118	2011-11-14	-1.69	A				
USGS	05536118	2011-11-15	-1.93	A				
USGS	05536118	2011-11-16	-1.88	A				
USGS	05536118	2011-11-17	-1.81	A				
USGS	05536118	2011-11-18	-2.07	A				
USGS	05536118	2011-11-19	-2.24	A				
USGS	05536118	2011-11-20	-1.89	A				
USGS	05536118	2011-11-21	-1.71	A				
USGS	05536118	2011-11-22	-1.82	A				
USGS	05536118	2011-11-23	-1.88	A				
USGS	05536118	2011-11-24	-1.78	A				
USGS	05536118	2011-11-25	-2.52	A				
USGS	05536118	2011-11-26	-2.08	A				
USGS	05536118	2011-11-27	-2.00	A				
USGS	05536118	2011-11-28	-1.78	A				
USGS	05536118	2011-11-29	-2.14	A				
USGS	05536118	2011-11-30	-1.76	A				
USGS	05536118	2011-12-01	-1.71	A				
USGS	05536118	2011-12-02	-1.72	A				
USGS	05536118	2011-12-03	-1.94	A				
USGS	05536118	2011-12-04	-1.87	A				
USGS	05536118	2011-12-05	-1.91	A				
USGS	05536118	2011-12-06	-1.88	A				
USGS	05536118	2011-12-07	-2.24	A				
USGS	05536118	2011-12-08	-2.57	A				
USGS	05536118	2011-12-09	-2.63	A				
USGS	05536118	2011-12-10	-2.51	A				
USGS	05536118	2011-12-11	-2.52	A				
USGS	05536118	2011-12-12	-2.60	A				
USGS	05536118	2011-12-13	-2.51	A				
USGS	05536118	2011-12-14	-2.55	A				
USGS	05536118	2011-12-15	-2.36	A				
USGS	05536118	2011-12-16	-2.43	A				
USGS	05536118	2011-12-17	-2.32	A				
USGS	05536118	2011-12-18	-2.19	A				
USGS	05536118	2011-12-19	-2.53	A				
USGS	05536118	2011-12-20	-2.58	A				
USGS	05536118	2011-12-21	-2.46	A				
USGS	05536118	2011-12-22	-2.67	A				
USGS	05536118	2011-12-23	-2.68	A				
USGS	05536118	2011-12-24	-2.60	A				
USGS	05536118	2011-12-25	-2.62	A				
USGS	05536118	2011-12-26	-2.69	A				
USGS	05536118	2011-12-27	-2.61	A				
USGS	05536118	2011-12-28	-2.70	A				
USGS	05536118	2011-12-29	-2.75	A				
USGS	05536118	2011-12-30	-2.60	A				
USGS	05536118	2011-12-31	-2.52	A				
USGS	05536118	2012-01-01	-2.76	A				
USGS	05536118	2012-01-02	-2.83	A				
USGS	05536118	2012-01-03	-2.87	A				
USGS	05536118	2012-01-04	-2.79	A				
USGS	05536118	2012-01-05	-2.89	A				
USGS	05536118	2012-01-06	-2.80	A				
USGS	05536118	2012-01-07	-2.86	A				
USGS	05536118	2012-01-08	-2.80	A				
USGS	05536118	2012-01-09	-2.81	A				
USGS	05536118	2012-01-10	-2.77	A				
USGS	05536118	2012-01-11	-2.80	A				
USGS	05536118	2012-01-12	-2.83	A				
USGS	05536118	2012-01-13	-2.76	A				
USGS	05536118	2012-01-14	-2.79	A				
USGS	05536118	2012-01-15	-2.76	A				
USGS	05536118	2012-01-16	-2.82	A				
USGS	05536118	2012-01-17	-2.49	A				
USGS	05536118	2012-01-18	-2.72	A				
USGS	05536118	2012-01-19	-2.60	A				
USGS	05536118	2012-01-20	-2.63	A				
USGS	05536118	2012-01-21	-2.67	A				
USGS	05536118	2012-01-22	-2.78	A				
USGS	05536118	2012-01-23	-2.16	A				
USGS	05536118	2012-01-24	-1.66	A				
USGS	05536118	2012-01-25	-1.95	A				
USGS	05536118	2012-01-26	-1.81	A				
USGS	05536118	2012-01-27	-1.77	A				
USGS	05536118	2012-01-28	-1.94	A				
USGS	05536118	2012-01-29	-2.61	A				
USGS	05536118	2012-01-30	-2.56	A				
USGS	05536118	2012-01-31	-1.76	A				
USGS	05536118	2012-02-01	-1.86	A				
USGS	05536118	2012-02-02	-1.98	A				
USGS	05536118	2012-02-03	-1.81	A				
USGS	05536118	2012-02-04	-1.85	A				
USGS	05536118	2012-02-05	-1.88	A				
USGS	05536118	2012-02-06	-1.80	A				
USGS	05536118	2012-02-07	-1.92	A				
USGS	05536118	2012-02-08	-1.82	A				
USGS	05536118	2012-02-09	-1.89	A				
USGS	05536118	2012-02-10	-1.93	A				
USGS	05536118	2012-02-11	-1.86	A				
USGS	05536118	2012-02-12	-1.76	A				
USGS	05536118	2012-02-13	-1.99	A				
USGS	05536118	2012-02-14	-2.08	A				
USGS	05536118	2012-02-15	-2.15	A				
USGS	05536118	2012-02-16	-2.04	A				
USGS	05536118	2012-02-17	-1.89	A				
USGS	05536118	2012-02-18	-2.19	A				
USGS	05536118	2012-02-19	-1.86	A				
USGS	05536118	2012-02-20	-2.04	A				
USGS	05536118	2012-02-21	-1.73	A				
USGS	05536118	2012-02-22	-1.81	A				
USGS	05536118	2012-02-23	-2.15	A				
USGS	05536118	2012-02-24	-1.62	A				
USGS	05536118	2012-02-25	-1.90	A				
USGS	05536118	2012-02-26	-2.02	A				
USGS	05536118	2012-02-27	-1.64	A				
USGS	05536118	2012-02-28	-1.90	A				
USGS	05536118	2012-02-29	-1.77	A				
USGS	05536118	2012-03-01	-1.64	A				
USGS	05536118	2012-03-02	-2.07	A				
USGS	05536118	2012-03-03	-1.85	A				
USGS	05536118	2012-03-04	-1.76	A				
USGS	05536118	2012-03-05	-1.90	A				
USGS	05536118	2012-03-06	-1.94	A				
USGS	05536118	2012-03-07	-1.91	A				
USGS	05536118	2012-03-08	-1.80	A				
USGS	05536118	2012-03-09	-1.91	A				
USGS	05536118	2012-03-10	-2.09	A				
USGS	05536118	2012-03-11	-2.26	A				
USGS	05536118	2012-03-12	-2.03	A				
USGS	05536118	2012-03-13	-2.03	A				
USGS	05536118	2012-03-14	-2.03	A				
USGS	05536118	2012-03-15	-1.93	A				
USGS	05536118	2012-03-16	-1.93	A				
USGS	05536118	2012-03-17	-2.15	A				
USGS	05536118	2012-03-18	-1.96	A				
USGS	05536118	2012-03-19	-2.08	A				
USGS	05536118	2012-03-20	-2.04	A				
USGS	05536118	2012-03-21	-2.07	A				
USGS	05536118	2012-03-22	-2.09	A				
USGS	05536118	2012-03-23	-2.04	A				
USGS	05536118	2012-03-24	-2.29	A				
USGS	05536118	2012-03-25	-1.76	A				
USGS	05536118	2012-03-26	-1.82	A				
USGS	05536118	2012-03-27	-1.84	A				
USGS	05536118	2012-03-28	-1.95	A				
USGS	05536118	2012-03-29	-2.00	A				
USGS	05536118	2012-03-30	-2.36	A				
USGS	05536118	2012-03-31	-1.89	A				
USGS	05536118	2012-04-01	-1.85	A				
USGS	05536118	2012-04-02	-2.00	A				
USGS	05536118	2012-04-03	-2.11	A				
USGS	05536118	2012-04-04	-2.00	A				
USGS	05536118	2012-04-05	-2.02	A				
USGS	05536118	2012-04-06	-1.97	A				
USGS	05536118	2012-04-07	-1.86	A				
USGS	05536118	2012-04-08	-1.94	A				
USGS	05536118	2012-04-09	-1.78	A				
USGS	05536118	2012-04-10	-1.88	A				
