# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-05-24 17:58:41 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05536105 NB CHICAGO RIVER AT ALBANY AVENUE AT CHICAGO, IL
# -----------------------------------------------------------------------------------
#
# Data provided for site 05536105
#    DD parameter statistic   Description
#    01   00065     00003     Gage height, feet (Mean)
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00065_00003	01_00065_00003_cd	02_00060_00003	02_00060_00003_cd
USGS	05536105	2011-08-28	1.27	A	40	A
USGS	05536105	2011-08-29	1.22	A	36	A
USGS	05536105	2011-08-30	1.18	A	32	A
USGS	05536105	2011-08-31	1.18	A	32	A
USGS	05536105	2011-09-01	1.21	A	34	A
USGS	05536105	2011-09-02	1.19	A	33	A
USGS	05536105	2011-09-03	1.25	A	38	A
USGS	05536105	2011-09-04	1.23	A	36	A
USGS	05536105	2011-09-05	1.15	A	29	A
USGS	05536105	2011-09-06	1.11	A	26	A
USGS	05536105	2011-09-07	1.10	A	25	A
USGS	05536105	2011-09-08	1.10	A	25	A
USGS	05536105	2011-09-09	1.07	A	23	A
USGS	05536105	2011-09-10	1.23	A	37	A
USGS	05536105	2011-09-11	1.14	A	28	A
USGS	05536105	2011-09-12	1.08	A	24	A
USGS	05536105	2011-09-13	1.08	A	24	A
USGS	05536105	2011-09-14	1.06	A	22	A
USGS	05536105	2011-09-15	1.04	A	21	A
USGS	05536105	2011-09-16	1.02	A	20	A
USGS	05536105	2011-09-17	1.02	A	20	A
USGS	05536105	2011-09-18	1.03	A	20	A
USGS	05536105	2011-09-19	1.91	A	124	A
USGS	05536105	2011-09-20	1.56	A	72	A
USGS	05536105	2011-09-21	1.28	A	41	A
USGS	05536105	2011-09-22	1.20	A	33	A
USGS	05536105	2011-09-23	1.12	A	27	A
USGS	05536105	2011-09-24	1.21	A	37	A
USGS	05536105	2011-09-25	1.96	A	125	A
USGS	05536105	2011-09-26	2.98	A	349	A
USGS	05536105	2011-09-27	3.57	A	502	A
USGS	05536105	2011-09-28	3.50	A	475	A
USGS	05536105	2011-09-29	3.51	A	478	A
USGS	05536105	2011-09-30	2.90	A	310	A
USGS	05536105	2011-10-01	2.33	A	190	A
USGS	05536105	2011-10-02	1.85	A	110	A
USGS	05536105	2011-10-03	1.56	A	72	A
USGS	05536105	2011-10-04	1.46	A	59	A
USGS	05536105	2011-10-05	1.38	A	51	A
USGS	05536105	2011-10-06	1.32	A	45	A
USGS	05536105	2011-10-07	1.27	A	40	A
USGS	05536105	2011-10-08	1.24	A	37	A
USGS	05536105	2011-10-09	1.20	A	33	A
USGS	05536105	2011-10-10	1.18	A	32	A
USGS	05536105	2011-10-11	1.18	A	32	A
USGS	05536105	2011-10-12	1.14	A	29	A
USGS	05536105	2011-10-13	1.20	A	35	A
USGS	05536105	2011-10-14	1.48	A	62	A
USGS	05536105	2011-10-15	1.30	A	43	A
USGS	05536105	2011-10-16	1.27	A	40	A
USGS	05536105	2011-10-17	1.27	A	40	A
USGS	05536105	2011-10-18	1.22	A	35	A
USGS	05536105	2011-10-19	1.30	A	44	A
USGS	05536105	2011-10-20	2.45	A	213	A
USGS	05536105	2011-10-21	1.99	A	131	A
USGS	05536105	2011-10-22	1.55	A	70	A
USGS	05536105	2011-10-23	1.43	A	57	A
USGS	05536105	2011-10-24	1.71	A	93	A
USGS	05536105	2011-10-25	1.62	A	79	A
USGS	05536105	2011-10-26	1.47	A	61	A
USGS	05536105	2011-10-27	1.41	A	55	A
USGS	05536105	2011-10-28	1.49	A	64	A
USGS	05536105	2011-10-29	1.35	A	48	A
USGS	05536105	2011-10-30	1.30	A	43	A
USGS	05536105	2011-10-31	1.35	A	48	A
USGS	05536105	2011-11-01	1.30	A	43	A
USGS	05536105	2011-11-02	1.27	A	41	A
USGS	05536105	2011-11-03	1.27	A	40	A
USGS	05536105	2011-11-04	1.36	A	50	A
USGS	05536105	2011-11-05	1.25	A	38	A
USGS	05536105	2011-11-06	1.25	A	38	A
USGS	05536105	2011-11-07	1.26	A	39	A
USGS	05536105	2011-11-08	2.13	A	177	A
USGS	05536105	2011-11-09	3.70	A	548	A
USGS	05536105	2011-11-10	3.52	A	489	A
USGS	05536105	2011-11-11	2.79	A	284	A
USGS	05536105	2011-11-12	2.27	A	177	A
USGS	05536105	2011-11-13	1.88	A	114	A
USGS	05536105	2011-11-14	1.63	A	80	A
USGS	05536105	2011-11-15	1.57	A	73	A
USGS	05536105	2011-11-16	1.44	A	58	A
USGS	05536105	2011-11-17	1.38	A	52	A
USGS	05536105	2011-11-18	1.32	A	45	A
USGS	05536105	2011-11-19	1.29	A	42	A
USGS	05536105	2011-11-20	1.26	A	39	A
USGS	05536105	2011-11-21	1.24	A	37	A
USGS	05536105	2011-11-22	1.25	A	39	A
USGS	05536105	2011-11-23	1.37	A	50	A
USGS	05536105	2011-11-24	1.32	A	45	A
USGS	05536105	2011-11-25	1.26	A	39	A
USGS	05536105	2011-11-26	1.31	A	45	A
USGS	05536105	2011-11-27	3.27	A	419	A
USGS	05536105	2011-11-28	3.02	A	347	A
USGS	05536105	2011-11-29	2.35	A	198	A
USGS	05536105	2011-11-30	1.95	A	131	A
USGS	05536105	2011-12-01	1.64	A	88	A
USGS	05536105	2011-12-02	1.53	A	74	A
USGS	05536105	2011-12-03	1.48	A	68	A
USGS	05536105	2011-12-04	1.78	A	106	A
USGS	05536105	2011-12-05	1.80	A	109	A
USGS	05536105	2011-12-06	1.66	A	90	A
USGS	05536105	2011-12-07	1.57	A	79	A
USGS	05536105	2011-12-08	1.52	A	73	A
USGS	05536105	2011-12-09	1.50	A	71	A
USGS	05536105	2011-12-10	1.40	A	60	A
USGS	05536105	2011-12-11	1.48	A	57	A:e
USGS	05536105	2011-12-12	1.35	A	54	A
USGS	05536105	2011-12-13	1.29	A	48	A
USGS	05536105	2011-12-14	2.54	A	291	A
USGS	05536105	2011-12-15	4.30	A	814	A
USGS	05536105	2011-12-16	3.53	A	494	A
USGS	05536105	2011-12-17	2.87	A	305	A
USGS	05536105	2011-12-18	2.47	A	219	A
USGS	05536105	2011-12-19	2.16	A	164	A
USGS	05536105	2011-12-20	1.95	A	130	A
USGS	05536105	2011-12-21	1.82	A	111	A
USGS	05536105	2011-12-22	1.79	A	107	A
USGS	05536105	2011-12-23	1.70	A	95	A
USGS	05536105	2011-12-24	1.59	A	81	A
USGS	05536105	2011-12-25	1.51	A	72	A
USGS	05536105	2011-12-26	1.40	A	59	A
USGS	05536105	2011-12-27	1.45	A	65	A
USGS	05536105	2011-12-28	1.41	A	61	A
USGS	05536105	2011-12-29	1.40	A	60	A
USGS	05536105	2011-12-30	1.68	A	96	A
USGS	05536105	2011-12-31	2.24	A	178	A
USGS	05536105	2012-01-01	2.02	A	142	A
USGS	05536105	2012-01-02	1.87	A	119	A
USGS	05536105	2012-01-03	1.65	A	89	A
USGS	05536105	2012-01-04	1.94	A	79	A:e
USGS	05536105	2012-01-05	1.57	A	66	A:e
USGS	05536105	2012-01-06	1.37	A	56	A
USGS	05536105	2012-01-07	1.36	A	55	A
USGS	05536105	2012-01-08	1.33	A	52	A
USGS	05536105	2012-01-09	1.30	A	48	A
USGS	05536105	2012-01-10	1.29	A	47	A
USGS	05536105	2012-01-11	1.27	A	46	A
USGS	05536105	2012-01-12	1.27	A	46	A
USGS	05536105	2012-01-13	1.32	A	51	A
USGS	05536105	2012-01-14	1.38	A	58	A
USGS	05536105	2012-01-15	1.42	A	62	A
USGS	05536105	2012-01-16	1.38	A	57	A
USGS	05536105	2012-01-17	1.77	A	108	A
USGS	05536105	2012-01-18	2.17	A	103	A:e
USGS	05536105	2012-01-19	2.45	A	98	A:e
USGS	05536105	2012-01-20	2.01	A	92	A:e
USGS	05536105	2012-01-21	2.60	A	99	A:e
USGS	05536105	2012-01-22	2.75	A	154	A:e
USGS	05536105	2012-01-23	3.36	A	454	A
USGS	05536105	2012-01-24	3.53	A	492	A
USGS	05536105	2012-01-25	2.80	A	290	A
USGS	05536105	2012-01-26	2.43	A	212	A
USGS	05536105	2012-01-27	2.22	A	175	A
USGS	05536105	2012-01-28	2.23	A	175	A
USGS	05536105	2012-01-29	2.13	A	158	A
USGS	05536105	2012-01-30	1.91	A	125	A
USGS	05536105	2012-01-31	2.00	A	138	A
USGS	05536105	2012-02-01	2.47	A	221	A
USGS	05536105	2012-02-02	2.36	A	200	A
USGS	05536105	2012-02-03	2.14	A	161	A
USGS	05536105	2012-02-04	1.94	A	129	A
USGS	05536105	2012-02-05	1.81	A	110	A
USGS	05536105	2012-02-06	1.70	A	96	A
USGS	05536105	2012-02-07	1.61	A	84	A
USGS	05536105	2012-02-08	1.54	A	75	A
USGS	05536105	2012-02-09	1.48	A	68	A
USGS	05536105	2012-02-10	1.43	A	63	A
USGS	05536105	2012-02-11	1.40	A	61	A
USGS	05536105	2012-02-12	1.75	A	69	A:e
USGS	05536105	2012-02-13	1.50	A	58	A:e
USGS	05536105	2012-02-14	1.33	A	51	A
USGS	05536105	2012-02-15	1.31	A	50	A
USGS	05536105	2012-02-16	1.48	A	68	A
USGS	05536105	2012-02-17	1.54	A	75	A
USGS	05536105	2012-02-18	1.47	A	67	A
USGS	05536105	2012-02-19	1.38	A	58	A
USGS	05536105	2012-02-20	1.33	A	52	A
USGS	05536105	2012-02-21	1.33	A	51	A
USGS	05536105	2012-02-22	1.36	A	54	A
USGS	05536105	2012-02-23	1.38	A	58	A
USGS	05536105	2012-02-24	2.13	A	162	A
USGS	05536105	2012-02-25	2.38	A	203	A
USGS	05536105	2012-02-26	2.12	A	157	A
USGS	05536105	2012-02-27	2.28	A	186	A
USGS	05536105	2012-02-28	2.24	A	177	A
USGS	05536105	2012-02-29	2.65	A	261	A
USGS	05536105	2012-03-01	3.20	A	384	A
USGS	05536105	2012-03-02	2.85	A	300	A
USGS	05536105	2012-03-03	2.80	A	288	A
USGS	05536105	2012-03-04	2.52	A	229	A
USGS	05536105	2012-03-05	2.25	A	180	A
USGS	05536105	2012-03-06	2.07	A	150	A
USGS	05536105	2012-03-07	1.95	A	131	A
USGS	05536105	2012-03-08	2.16	A	165	A
USGS	05536105	2012-03-09	2.12	A	158	A
USGS	05536105	2012-03-10	1.84	A	114	A
USGS	05536105	2012-03-11	1.68	A	93	A
USGS	05536105	2012-03-12	1.77	A	105	A
USGS	05536105	2012-03-13	1.82	A	111	A
USGS	05536105	2012-03-14	1.70	A	96	A
USGS	05536105	2012-03-15	1.61	A	83	A
USGS	05536105	2012-03-16	1.55	A	76	A
USGS	05536105	2012-03-17	1.49	A	69	A
USGS	05536105	2012-03-18	1.41	A	60	A
USGS	05536105	2012-03-19	1.36	A	55	A
USGS	05536105	2012-03-20	1.32	A	51	A
USGS	05536105	2012-03-21	1.37	A	56	A
USGS	05536105	2012-03-22	1.39	A	60	A
USGS	05536105	2012-03-23	2.51	A	252	A
USGS	05536105	2012-03-24	3.62	A	519	A
USGS	05536105	2012-03-25	2.88	A	309	A
USGS	05536105	2012-03-26	2.34	A	196	A
USGS	05536105	2012-03-27	1.99	A	136	A
USGS	05536105	2012-03-28	1.80	A	108	A
USGS	05536105	2012-03-29	1.73	A	99	A
USGS	05536105	2012-03-30	1.97	A	136	A
USGS	05536105	2012-03-31	1.95	A	131	A
USGS	05536105	2012-04-01	1.65	A	89	A
USGS	05536105	2012-04-02	1.55	A	77	A
USGS	05536105	2012-04-03	1.39	A	58	A
USGS	05536105	2012-04-04	1.42	A	62	A
USGS	05536105	2012-04-05	1.39	A	59	A
USGS	05536105	2012-04-06	1.35	A	53	A
USGS	05536105	2012-04-07	1.30	A	49	A
USGS	05536105	2012-04-08	1.28	A	46	A
USGS	05536105	2012-04-09	1.32	A	50	A
USGS	05536105	2012-04-10	1.25	A	43	A
USGS	05536105	2012-04-11	1.24	A	42	A
USGS	05536105	2012-04-12	1.23	A	41	A
USGS	05536105	2012-04-13	1.24	A	42	A
USGS	05536105	2012-04-14	1.26	A	44	A
USGS	05536105	2012-04-15	2.59	A	282	A
USGS	05536105	2012-04-16	4.08	A	706	A
USGS	05536105	2012-04-17	3.60	A	512	A
USGS	05536105	2012-04-18	3.11	A	367	A
USGS	05536105	2012-04-19	2.52	A	239	A
USGS	05536105	2012-04-20	2.10	A	164	A
USGS	05536105	2012-04-21	1.86	A	127	A
USGS	05536105	2012-04-22	1.68	A	103	A
USGS	05536105	2012-04-23	1.57	A	89	A
USGS	05536105	2012-04-24	1.50	A	81	A
USGS	05536105	2012-04-25	1.45	A	75	A
USGS	05536105	2012-04-26	1.48	A	79	A
USGS	05536105	2012-04-27	1.42	A	71	A
USGS	05536105	2012-04-28	1.59	A	92	A
USGS	05536105	2012-04-29	1.60	A	93	A
USGS	05536105	2012-04-30	1.86	A	127	A
USGS	05536105	2012-05-01	1.74	A	111	A
USGS	05536105	2012-05-02	1.62	A	95	A
USGS	05536105	2012-05-03	1.83	A	148	A
USGS	05536105	2012-05-04	3.14	A	435	A
USGS	05536105	2012-05-05	1.84	A	108	A
USGS	05536105	2012-05-06	1.88	A	121	A
USGS	05536105	2012-05-07	2.90	A	313	A
USGS	05536105	2012-05-08	2.18	A	162	A
USGS	05536105	2012-05-09	1.75	A	96	A
USGS	05536105	2012-05-10	1.57	A	72	A
USGS	05536105	2012-05-11	1.44	A	57	A
USGS	05536105	2012-05-12	1.43	A	57	A
USGS	05536105	2012-05-13	1.38	A	51	A
USGS	05536105	2012-05-14	1.34	A	48	A
USGS	05536105	2012-05-15	1.34	A	47	A
USGS	05536105	2012-05-16	1.35	A	49	A
USGS	05536105	2012-05-17	1.31	A	44	A
USGS	05536105	2012-05-18	1.27	A	40	A
USGS	05536105	2012-05-19	1.25	A	38	A
USGS	05536105	2012-05-20	1.28	A	41	A
USGS	05536105	2012-05-21	1.25	A	38	A
USGS	05536105	2012-05-22	1.19	A	33	A
USGS	05536105	2012-05-23	1.11	A	26	A
USGS	05536105	2012-05-24	1.14	A	29	A
USGS	05536105	2012-05-25	1.13	A	28	A
USGS	05536105	2012-05-26	1.17	A	32	A
USGS	05536105	2012-05-27	1.79	A	103	A
USGS	05536105	2012-05-28	1.37	A	50	A
USGS	05536105	2012-05-29	1.29	A	42	A
USGS	05536105	2012-05-30	1.21	A	34	A
USGS	05536105	2012-05-31	1.66	A	104	A
USGS	05536105	2012-06-01	2.83	A	296	A
USGS	05536105	2012-06-02	1.94	A	125	A
USGS	05536105	2012-06-03	1.54	A	69	A
USGS	05536105	2012-06-04	1.38	A	52	A
USGS	05536105	2012-06-05	1.31	A	44	A
USGS	05536105	2012-06-06	1.24	A	37	A
USGS	05536105	2012-06-07	1.21	A	34	A
USGS	05536105	2012-06-08	1.17	A	31	A
USGS	05536105	2012-06-09	1.15	A	29	A
USGS	05536105	2012-06-10	1.12	A	26	A
USGS	05536105	2012-06-11	1.10	A	25	A
USGS	05536105	2012-06-12	1.13	A	28	A
USGS	05536105	2012-06-13	1.02	A	19	A
USGS	05536105	2012-06-14	1.05	A	22	A
USGS	05536105	2012-06-15	1.05	A	22	A
USGS	05536105	2012-06-16	1.05	A	21	A
USGS	05536105	2012-06-17	1.81	A	108	A
USGS	05536105	2012-06-18	1.56	A	72	A
USGS	05536105	2012-06-19	1.27	A	40	A
USGS	05536105	2012-06-20	1.13	A	28	A
USGS	05536105	2012-06-21	1.11	A	26	A
USGS	05536105	2012-06-22	1.09	A	24	A
USGS	05536105	2012-06-23	1.05	A	22	A
USGS	05536105	2012-06-24	1.03	A	20	A
USGS	05536105	2012-06-25	1.02	A	19	A
USGS	05536105	2012-06-26	1.01	A	19	A
USGS	05536105	2012-06-27	1.00	A	18	A
USGS	05536105	2012-06-28	1.04	A	21	A
USGS	05536105	2012-06-29	1.09	A	25	A
USGS	05536105	2012-06-30	1.24	A	37	A
USGS	05536105	2012-07-01	1.10	A	25	A
USGS	05536105	2012-07-02	1.05	A	21	A
USGS	05536105	2012-07-03	1.03	A	20	A
USGS	05536105	2012-07-04	1.03	A	20	A
USGS	05536105	2012-07-05	0.96	A	16	A
USGS	05536105	2012-07-06	1.41	A	55	A
USGS	05536105	2012-07-07	1.21	A	35	A
USGS	05536105	2012-07-08	1.08	A	24	A
USGS	05536105	2012-07-09	1.02	A	19	A
USGS	05536105	2012-07-10	0.96	A	16	A
USGS	05536105	2012-07-11	1.00	A	18	A
USGS	05536105	2012-07-12	1.00	A	18	A
USGS	05536105	2012-07-13	1.12	A	27	A
USGS	05536105	2012-07-14	1.29	A	44	A
USGS	05536105	2012-07-15	1.63	A	83	A
USGS	05536105	2012-07-16	1.22	A	35	A
USGS	05536105	2012-07-17	1.17	A	31	A
USGS	05536105	2012-07-18	1.11	A	26	A
USGS	05536105	2012-07-19	3.41	A	481	A
USGS	05536105	2012-07-20	2.89	A	321	A
USGS	05536105	2012-07-21	1.79	A	116	A
USGS	05536105	2012-07-22	1.46	A	68	A
USGS	05536105	2012-07-23	1.32	A	52	A
USGS	05536105	2012-07-24	1.73	A	109	A
USGS	05536105	2012-07-25	1.67	A	98	A
USGS	05536105	2012-07-26	1.71	A	105	A
USGS	05536105	2012-07-27	1.45	A	67	A
USGS	05536105	2012-07-28	1.31	A	51	A
USGS	05536105	2012-07-29	1.17	A	37	A
USGS	05536105	2012-07-30	1.16	A	35	A
USGS	05536105	2012-07-31	1.22	A	42	A
USGS	05536105	2012-08-01	1.20	A	40	A
USGS	05536105	2012-08-02	1.20	A	39	A
USGS	05536105	2012-08-03	1.10	A	30	A
USGS	05536105	2012-08-04	1.18	A	42	A
USGS	05536105	2012-08-05	1.30	A	50	A
USGS	05536105	2012-08-06	1.06	A	26	A
USGS	05536105	2012-08-07	1.14	A	34	A
USGS	05536105	2012-08-08	1.00	A	22	A
USGS	05536105	2012-08-09	1.12	A	32	A
USGS	05536105	2012-08-10	3.25	A	421	A
USGS	05536105	2012-08-11	2.87	A	314	A
USGS	05536105	2012-08-12	2.06	A	156	A
USGS	05536105	2012-08-13	1.77	A	112	A
USGS	05536105	2012-08-14	1.75	A	109	A
USGS	05536105	2012-08-15	1.45	A	68	A
USGS	05536105	2012-08-16	1.63	A	94	A
USGS	05536105	2012-08-17	1.66	A	97	A
USGS	05536105	2012-08-18	1.42	A	63	A
USGS	05536105	2012-08-19	1.32	A	52	A
USGS	05536105	2012-08-20	1.24	A	43	A
USGS	05536105	2012-08-21	1.42	A	64	A
USGS	05536105	2012-08-22	1.22	A	41	A
USGS	05536105	2012-08-23	1.20	A	39	A
USGS	05536105	2012-08-24	1.21	A	41	A
USGS	05536105	2012-08-25	1.05	A	26	A
USGS	05536105	2012-08-26	1.35	A	65	A
USGS	05536105	2012-08-27	1.69	A	101	A
USGS	05536105	2012-08-28	1.34	A	54	A
USGS	05536105	2012-08-29	1.21	A	40	A
USGS	05536105	2012-08-30	1.18	A	37	A
USGS	05536105	2012-08-31	1.12	A	32	A
USGS	05536105	2012-09-01	1.13	A	33	A
USGS	05536105	2012-09-02	1.09	A	29	A
USGS	05536105	2012-09-03	1.15	A	34	A
USGS	05536105	2012-09-04	2.12	A	175	A
USGS	05536105	2012-09-05	2.25	A	187	A
USGS	05536105	2012-09-06	1.79	A	113	A
USGS	05536105	2012-09-07	1.48	A	67	A
USGS	05536105	2012-09-08	1.32	A	48	A
USGS	05536105	2012-09-09	1.51	A	70	A
USGS	05536105	2012-09-10	1.43	A	60	A
USGS	05536105	2012-09-11	1.24	A	39	A
USGS	05536105	2012-09-12	1.21	A	36	A
USGS	05536105	2012-09-13	1.17	A	33	A
USGS	05536105	2012-09-14	1.22	A	37	A
USGS	05536105	2012-09-15	1.19	A	35	A
USGS	05536105	2012-09-16	1.12	A	29	A
USGS	05536105	2012-09-17	1.10	A	27	A
USGS	05536105	2012-09-18	1.35	A	51	A
USGS	05536105	2012-09-19	1.25	A	40	A
USGS	05536105	2012-09-20	1.15	A	31	A
USGS	05536105	2012-09-21	1.14	A	30	A
USGS	05536105	2012-09-22	1.21	A	37	A
USGS	05536105	2012-09-23	1.04	A	22	A
USGS	05536105	2012-09-24	1.05	A	23	A
USGS	05536105	2012-09-25	1.05	A	23	A
USGS	05536105	2012-09-26	1.07	A	24	A
USGS	05536105	2012-09-27	1.04	A	22	A
USGS	05536105	2012-09-28	1.03	A	22	A
USGS	05536105	2012-09-29	1.03	A	21	A
USGS	05536105	2012-09-30	1.02	A	21	A
USGS	05536105	2012-10-01	1.00	A	20	A
USGS	05536105	2012-10-02	1.01	A	20	A
USGS	05536105	2012-10-03	1.10	A	28	A
USGS	05536105	2012-10-04	1.23	A	38	A
USGS	05536105	2012-10-05	1.13	A	29	A
USGS	05536105	2012-10-06	0.99	A	19	A
USGS	05536105	2012-10-07	1.02	A	21	A
USGS	05536105	2012-10-08	1.01	A	20	A
USGS	05536105	2012-10-09	1.01	A	20	A
USGS	05536105	2012-10-10	1.12	A	28	A
USGS	05536105	2012-10-11	1.14	A	30	A
USGS	05536105	2012-10-12	1.08	A	26	A
USGS	05536105	2012-10-13	1.18	A	34	A
USGS	05536105	2012-10-14	1.44	A	65	A
USGS	05536105	2012-10-15	2.24	A	180	A
USGS	05536105	2012-10-16	1.64	A	88	A
USGS	05536105	2012-10-17	1.37	A	53	A
USGS	05536105	2012-10-18	1.70	A	96	A
USGS	05536105	2012-10-19	1.43	A	60	A
USGS	05536105	2012-10-20	1.23	A	38	A
USGS	05536105	2012-10-21	1.20	A	35	A
USGS	05536105	2012-10-22	1.27	A	44	A
USGS	05536105	2012-10-23	2.37	A	206	A
USGS	05536105	2012-10-24	1.60	A	81	A
USGS	05536105	2012-10-25	1.30	A	43	A
USGS	05536105	2012-10-26	1.44	A	58	A
USGS	05536105	2012-10-27	1.28	A	41	A
USGS	05536105	2012-10-28	1.16	A	30	A
USGS	05536105	2012-10-29	1.05	A	22	A
USGS	05536105	2012-10-30	1.07	A	23	A
USGS	05536105	2012-10-31	1.06	A	22	A
USGS	05536105	2012-11-01	1.06	A	22	A
USGS	05536105	2012-11-02	1.03	A	20	A
USGS	05536105	2012-11-03	1.01	A	19	A
USGS	05536105	2012-11-04	1.01	A	19	A
USGS	05536105	2012-11-05	0.98	A	17	A
USGS	05536105	2012-11-06	1.00	A	18	A
USGS	05536105	2012-11-07	1.06	A	22	A
USGS	05536105	2012-11-08	1.08	A	24	A
USGS	05536105	2012-11-09	1.09	A	25	A
USGS	05536105	2012-11-10	1.11	A	26	A
USGS	05536105	2012-11-11	1.04	A	21	A
USGS	05536105	2012-11-12	1.26	A	40	A
USGS	05536105	2012-11-13	1.23	A	37	A
USGS	05536105	2012-11-14	1.12	A	26	A
USGS	05536105	2012-11-15	1.07	A	23	A
USGS	05536105	2012-11-16	1.04	A	21	A
USGS	05536105	2012-11-17	1.03	A	20	A
USGS	05536105	2012-11-18	0.96	A	16	A
USGS	05536105	2012-11-19	0.97	A	16	A
USGS	05536105	2012-11-20	1.04	A	21	A
USGS	05536105	2012-11-21	1.06	A	22	A
USGS	05536105	2012-11-22	1.05	A	21	A
USGS	05536105	2012-11-23	1.26	A	39	A
USGS	05536105	2012-11-24	1.14	A	28	A
USGS	05536105	2012-11-25	1.06	A	22	A
USGS	05536105	2012-11-26	1.02	A	19	A
USGS	05536105	2012-11-27	1.10	A	26	A
USGS	05536105	2012-11-28	1.02	A	19	A
USGS	05536105	2012-11-29	1.01	A	19	A
USGS	05536105	2012-11-30	1.03	A	20	A
USGS	05536105	2012-12-01	1.02	A	19	A
USGS	05536105	2012-12-02	1.01	A	19	A
USGS	05536105	2012-12-03	1.01	A	19	A
USGS	05536105	2012-12-04	1.03	A	20	A
USGS	05536105	2012-12-05	1.03	A	20	A
USGS	05536105	2012-12-06	1.01	A	19	A
USGS	05536105	2012-12-07	1.03	A	20	A
USGS	05536105	2012-12-08	1.14	A	29	A
USGS	05536105	2012-12-09	1.30	A	44	A
USGS	05536105	2012-12-10	1.41	A	55	A
USGS	05536105	2012-12-11	1.23	A	36	A
USGS	05536105	2012-12-12	1.15	A	29	A
USGS	05536105	2012-12-13	1.12	A	27	A
USGS	05536105	2012-12-14	1.08	A	23	A
USGS	05536105	2012-12-15	1.10	A	26	A
USGS	05536105	2012-12-16	1.42	A	56	A
USGS	05536105	2012-12-17	1.32	A	45	A
USGS	05536105	2012-12-18	1.25	A	38	A
USGS	05536105	2012-12-19	1.20	A	33	A
USGS	05536105	2012-12-20	2.32	A	223	A
USGS	05536105	2012-12-21	3.45	A	460	A
USGS	05536105	2012-12-22	2.53	A	234	A
USGS	05536105	2012-12-23	1.96	A	132	A
USGS	05536105	2012-12-24	1.62	A	82	A
USGS	05536105	2012-12-25	1.44	A	59	A
USGS	05536105	2012-12-26	1.37	A	51	A
USGS	05536105	2012-12-27	1.33	A	46	A
USGS	05536105	2012-12-28	1.31	A	44	A
USGS	05536105	2012-12-29	1.29	A	42	A
USGS	05536105	2012-12-30	1.20	A	34	A
USGS	05536105	2012-12-31	1.18	A	32	A
USGS	05536105	2013-01-01	1.18	A	32	A
USGS	05536105	2013-01-02	1.31	A	45	A
USGS	05536105	2013-01-03	1.39	A	38	A:e
USGS	05536105	2013-01-04	1.37	A	36	A:e
USGS	05536105	2013-01-05	1.34	A	34	A:e
USGS	05536105	2013-01-06	1.19	A	33	A
USGS	05536105	2013-01-07	1.31	A	33	A:e
USGS	05536105	2013-01-08	1.23	A	30	A:e
USGS	05536105	2013-01-09	1.12	A	27	A
USGS	05536105	2013-01-10	1.20	A	34	A
USGS	05536105	2013-01-11	2.41	A	221	A
USGS	05536105	2013-01-12	2.39	A	206	A
USGS	05536105	2013-01-13	1.95	A	129	A
USGS	05536105	2013-01-14	1.68	A	90	A
USGS	05536105	2013-01-15	1.52	A	68	A
USGS	05536105	2013-01-16	1.54	A	55	A:e
USGS	05536105	2013-01-17	1.31	A	44	A
USGS	05536105	2013-01-18	1.26	A	39	A
USGS	05536105	2013-01-19	1.22	A	35	A
USGS	05536105	2013-01-20	1.18	A	32	A
USGS	05536105	2013-01-21	1.38	A	36	A:e
USGS	05536105	2013-01-22	1.66	A	42	A:e
USGS	05536105	2013-01-23	1.50	A	34	A:e
USGS	05536105	2013-01-24	1.29	A	32	A:e
USGS	05536105	2013-01-25	1.31	A	33	A:e
USGS	05536105	2013-01-26	1.38	A	38	A:e
USGS	05536105	2013-01-27	1.39	A	53	A
USGS	05536105	2013-01-28	2.26	A	185	A
USGS	05536105	2013-01-29	2.51	A	240	A
USGS	05536105	2013-01-30	4.44	A	891	A
USGS	05536105	2013-01-31	4.21	A	779	A
USGS	05536105	2013-02-01	3.08	A	356	A
USGS	05536105	2013-02-02	2.61	A	249	A
USGS	05536105	2013-02-03	2.17	A	167	A
USGS	05536105	2013-02-04	1.95	A	131	A
USGS	05536105	2013-02-05	2.00	A	141	A
USGS	05536105	2013-02-06	1.59	A	78	A
USGS	05536105	2013-02-07	1.75	A	105	A
USGS	05536105	2013-02-08	2.35	A	198	A
USGS	05536105	2013-02-09	1.94	A	128	A
USGS	05536105	2013-02-10	1.96	A	135	A
USGS	05536105	2013-02-11	3.51	A	485	A
USGS	05536105	2013-02-12	3.21	A	393	A
